number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC104371,New,True,0,2,3,False,user5,user3,2024-01-10 23:47:00,user4,2024-01-10 23:47:00,user3,2024-01-13 09:47:00,Phone,Delhi,Infrastructure,Memory,Memory issue observed,Server-96,Medium,Low,P2,DB Team,user3,True,True,True,PRB4574,RFC8274,AWS,Network,Cancelled,user3,2024-01-13 04:47:00,2024-01-13 09:47:00
INC104372,In Progress,True,2,3,7,True,user1,user2,2024-09-29 06:01:00,user3,2024-09-29 06:01:00,user5,2024-09-30 01:01:00,Phone,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-53,Medium,High,P2,DB Team,user5,True,True,False,PRB6348,RFC7610,GCP,User Error,Cancelled,user2,2024-09-29 08:01:00,2024-09-30 01:01:00
INC104373,New,True,0,0,7,True,user3,user3,2023-05-28 23:03:00,user4,2023-05-28 23:03:00,user5,2023-05-31 13:03:00,Phone,Kolkata,Application,Slow Response,Slow Response issue observed,Server-72,High,Medium,P1,DB Team,user2,False,False,False,PRB8095,RFC2686,OnPrem,User Error,Solved,user4,2023-05-31 05:03:00,2023-05-31 13:03:00
INC104374,Closed,True,1,3,7,False,user3,user4,2023-02-11 13:51:00,user5,2023-02-11 13:51:00,user4,2023-02-13 06:51:00,Phone,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-8,Low,Medium,P3,Security Team,user5,False,False,True,PRB2650,RFC9654,AWS,Hardware,Duplicate,user4,2023-02-12 21:51:00,2023-02-13 06:51:00
INC104375,Resolved,True,2,3,6,False,user5,user4,2023-07-20 18:26:00,user1,2023-07-20 18:26:00,user2,2023-07-21 09:26:00,Portal,Kolkata,Database,Query Slow,Query Slow issue observed,Server-87,Low,Low,P3,L1 Support,user2,True,False,False,PRB4269,RFC4521,AWS,Software,Solved,user2,2023-07-20 20:26:00,2023-07-21 09:26:00
INC104376,In Progress,False,2,3,7,False,user5,user5,2023-07-02 17:58:00,user3,2023-07-02 17:58:00,user5,2023-07-05 15:58:00,Phone,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-71,Low,Medium,P3,Security Team,user2,True,True,False,PRB2836,RFC5362,OnPrem,User Error,Cancelled,user4,2023-07-04 15:58:00,2023-07-05 15:58:00
INC104377,New,False,2,2,3,True,user5,user3,2024-08-07 01:04:00,user4,2024-08-07 01:04:00,user5,2024-08-08 19:04:00,Email,Kolkata,Infrastructure,CPU,CPU issue observed,Server-57,High,Low,P1,Network Team,user2,True,True,True,PRB8851,RFC1870,Azure,Network,Duplicate,user1,2024-08-08 10:04:00,2024-08-08 19:04:00
INC104378,New,True,4,3,8,False,user4,user4,2024-07-06 23:55:00,user1,2024-07-06 23:55:00,user5,2024-07-08 05:55:00,Email,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-33,Medium,Medium,P2,Security Team,user5,False,False,True,PRB1111,RFC3437,AWS,Hardware,Solved,user5,2024-07-07 19:55:00,2024-07-08 05:55:00
INC104379,Closed,False,5,0,2,False,user3,user3,2024-08-28 03:58:00,user2,2024-08-28 03:58:00,user2,2024-08-30 08:58:00,Portal,Kolkata,Network,DNS,DNS issue observed,Server-78,High,Medium,P1,DB Team,user3,True,False,False,PRB4027,RFC8836,Azure,User Error,Duplicate,user4,2024-08-29 19:58:00,2024-08-30 08:58:00
INC104380,Closed,False,1,2,5,False,user5,user2,2024-10-09 19:32:00,user5,2024-10-09 19:32:00,user2,2024-10-11 07:32:00,Email,Bangalore,Database,Deadlock,Deadlock issue observed,Server-96,High,Medium,P1,Network Team,user3,False,False,True,PRB4900,RFC6869,OnPrem,User Error,Solved,user1,2024-10-10 07:32:00,2024-10-11 07:32:00
INC104381,In Progress,True,4,1,10,True,user4,user2,2024-08-12 04:21:00,user4,2024-08-12 04:21:00,user3,2024-08-13 19:21:00,Portal,Kolkata,Database,Deadlock,Deadlock issue observed,Server-95,Low,Low,P3,L2 Support,user4,False,True,False,PRB3048,RFC9818,Azure,Network,Cancelled,user2,2024-08-13 08:21:00,2024-08-13 19:21:00
INC104382,New,False,1,0,9,True,user2,user1,2024-09-15 09:09:00,user3,2024-09-15 09:09:00,user3,2024-09-17 19:09:00,Phone,Kolkata,Application,Crash,Crash issue observed,Server-24,High,Medium,P1,Security Team,user4,False,True,False,PRB1099,RFC9231,GCP,Hardware,Duplicate,user2,2024-09-17 03:09:00,2024-09-17 19:09:00
INC104383,In Progress,True,1,1,6,True,user2,user3,2024-05-13 14:39:00,user4,2024-05-13 14:39:00,user2,2024-05-14 22:39:00,Email,Delhi,Security,Patch,Patch issue observed,Server-63,High,High,P1,Security Team,user4,False,True,True,PRB7191,RFC9747,GCP,Hardware,Cancelled,user1,2024-05-13 23:39:00,2024-05-14 22:39:00
INC104384,In Progress,True,0,3,5,True,user3,user3,2024-02-27 10:03:00,user5,2024-02-27 10:03:00,user1,2024-02-28 18:03:00,Portal,Mumbai,Application,Error,Error issue observed,Server-54,Medium,Low,P2,Network Team,user5,True,False,False,PRB7723,RFC8609,GCP,Hardware,Solved,user3,2024-02-27 23:03:00,2024-02-28 18:03:00
INC104385,Closed,False,1,1,10,True,user2,user3,2023-11-16 21:37:00,user2,2023-11-16 21:37:00,user1,2023-11-19 17:37:00,Phone,Bangalore,Security,Patch,Patch issue observed,Server-54,Medium,Medium,P2,DB Team,user4,True,True,False,PRB2257,RFC3209,AWS,Software,Cancelled,user1,2023-11-19 12:37:00,2023-11-19 17:37:00
INC104386,Closed,True,2,3,8,True,user5,user3,2023-09-07 21:56:00,user2,2023-09-07 21:56:00,user2,2023-09-09 01:56:00,Email,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-60,High,High,P1,Network Team,user2,False,False,True,PRB5736,RFC3885,GCP,Software,Solved,user2,2023-09-08 07:56:00,2023-09-09 01:56:00
INC104387,In Progress,True,5,2,7,True,user2,user4,2024-07-10 18:53:00,user5,2024-07-10 18:53:00,user2,2024-07-11 14:53:00,Portal,Delhi,Database,Deadlock,Deadlock issue observed,Server-16,Medium,High,P2,L2 Support,user4,False,False,True,PRB1854,RFC8369,Azure,Software,Duplicate,user5,2024-07-11 01:53:00,2024-07-11 14:53:00
INC104388,Resolved,False,5,1,2,False,user4,user4,2024-11-21 05:49:00,user5,2024-11-21 05:49:00,user3,2024-11-23 21:49:00,Portal,Kolkata,Security,Vulnerability,Vulnerability issue observed,Server-21,Medium,Low,P2,Network Team,user5,True,True,False,PRB4767,RFC1456,GCP,Network,Duplicate,user4,2024-11-23 14:49:00,2024-11-23 21:49:00
INC104389,Resolved,False,0,2,3,False,user3,user3,2024-10-25 18:28:00,user1,2024-10-25 18:28:00,user4,2024-10-27 18:28:00,Phone,Delhi,Network,Latency,Latency issue observed,Server-65,Medium,Medium,P2,Security Team,user4,True,True,True,PRB7485,RFC2253,OnPrem,Hardware,Cancelled,user3,2024-10-27 16:28:00,2024-10-27 18:28:00
INC104390,Resolved,False,2,1,8,True,user5,user5,2024-08-26 11:40:00,user2,2024-08-26 11:40:00,user4,2024-08-29 09:40:00,Phone,Delhi,Infrastructure,CPU,CPU issue observed,Server-14,Medium,Low,P2,DB Team,user3,False,False,True,PRB8297,RFC1032,AWS,Hardware,Solved,user2,2024-08-28 16:40:00,2024-08-29 09:40:00
INC104391,In Progress,True,3,3,1,True,user4,user3,2024-05-04 04:55:00,user4,2024-05-04 04:55:00,user4,2024-05-05 13:55:00,Email,Mumbai,Infrastructure,Disk,Disk issue observed,Server-48,High,Medium,P1,L1 Support,user3,True,True,True,PRB6750,RFC9860,GCP,Hardware,Duplicate,user3,2024-05-05 09:55:00,2024-05-05 13:55:00
INC104392,New,True,0,0,2,True,user1,user3,2023-10-16 20:36:00,user5,2023-10-16 20:36:00,user4,2023-10-17 21:36:00,Email,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-52,Medium,Low,P2,L2 Support,user5,False,False,True,PRB9472,RFC4611,OnPrem,Hardware,Cancelled,user4,2023-10-17 14:36:00,2023-10-17 21:36:00
INC104393,Resolved,True,4,3,7,True,user1,user1,2023-08-08 22:44:00,user5,2023-08-08 22:44:00,user2,2023-08-11 13:44:00,Phone,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-26,High,Low,P1,L1 Support,user2,False,True,False,PRB3874,RFC1846,AWS,Software,Duplicate,user2,2023-08-11 00:44:00,2023-08-11 13:44:00
INC104394,New,True,4,3,9,False,user4,user3,2024-07-10 04:54:00,user4,2024-07-10 04:54:00,user3,2024-07-11 23:54:00,Portal,Bangalore,Application,Crash,Crash issue observed,Server-64,Low,Medium,P3,L1 Support,user5,False,True,True,PRB6370,RFC2669,Azure,User Error,Cancelled,user3,2024-07-11 06:54:00,2024-07-11 23:54:00
INC104395,Closed,False,5,3,8,False,user4,user5,2023-05-23 03:18:00,user3,2023-05-23 03:18:00,user3,2023-05-23 12:18:00,Email,Mumbai,Security,Patch,Patch issue observed,Server-48,Medium,Medium,P2,Network Team,user3,False,True,True,PRB4038,RFC8224,AWS,Hardware,Cancelled,user1,2023-05-23 07:18:00,2023-05-23 12:18:00
INC104396,Resolved,False,4,1,2,True,user2,user2,2023-11-22 21:59:00,user1,2023-11-22 21:59:00,user2,2023-11-24 16:59:00,Portal,Bangalore,Database,Query Slow,Query Slow issue observed,Server-89,Medium,High,P2,DB Team,user1,False,True,False,PRB6204,RFC2502,GCP,Network,Duplicate,user2,2023-11-24 12:59:00,2023-11-24 16:59:00
INC104397,Resolved,True,0,1,9,True,user3,user4,2024-07-15 05:39:00,user5,2024-07-15 05:39:00,user3,2024-07-16 22:39:00,Portal,Bangalore,Application,Error,Error issue observed,Server-69,High,Medium,P1,Security Team,user5,True,True,True,PRB8795,RFC1338,AWS,Network,Solved,user4,2024-07-16 14:39:00,2024-07-16 22:39:00
INC104398,In Progress,False,1,1,9,True,user5,user5,2024-10-17 20:12:00,user4,2024-10-17 20:12:00,user4,2024-10-21 18:12:00,Phone,Delhi,Infrastructure,CPU,CPU issue observed,Server-90,Low,Medium,P3,Network Team,user3,True,True,False,PRB2939,RFC9306,GCP,Hardware,Solved,user3,2024-10-20 19:12:00,2024-10-21 18:12:00
INC104399,Resolved,True,1,2,6,True,user5,user5,2024-05-12 16:02:00,user5,2024-05-12 16:02:00,user3,2024-05-15 02:02:00,Portal,Mumbai,Database,Deadlock,Deadlock issue observed,Server-66,High,Low,P1,L1 Support,user3,False,True,False,PRB1137,RFC6021,Azure,User Error,Cancelled,user5,2024-05-14 08:02:00,2024-05-15 02:02:00
INC104400,Resolved,True,5,1,8,True,user4,user4,2024-10-26 03:17:00,user1,2024-10-26 03:17:00,user5,2024-10-28 09:17:00,Portal,Bangalore,Database,Deadlock,Deadlock issue observed,Server-92,Low,Medium,P3,L1 Support,user3,True,True,False,PRB4315,RFC3548,AWS,Software,Cancelled,user4,2024-10-28 05:17:00,2024-10-28 09:17:00
INC104401,Closed,True,0,3,3,True,user3,user4,2023-06-01 19:12:00,user5,2023-06-01 19:12:00,user1,2023-06-03 10:12:00,Email,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-27,High,High,P1,L1 Support,user2,True,True,False,PRB8454,RFC6385,OnPrem,User Error,Cancelled,user2,2023-06-03 04:12:00,2023-06-03 10:12:00
INC104402,Closed,True,5,1,7,False,user4,user5,2023-11-26 19:54:00,user3,2023-11-26 19:54:00,user3,2023-11-28 19:54:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-37,Low,Medium,P3,Security Team,user2,True,True,True,PRB2324,RFC1502,AWS,User Error,Solved,user1,2023-11-28 13:54:00,2023-11-28 19:54:00
INC104403,New,False,1,0,1,True,user2,user2,2023-02-08 12:47:00,user2,2023-02-08 12:47:00,user2,2023-02-11 13:47:00,Phone,Kolkata,Infrastructure,CPU,CPU issue observed,Server-47,Low,Medium,P3,DB Team,user4,True,False,True,PRB1559,RFC8827,Azure,Hardware,Duplicate,user3,2023-02-11 06:47:00,2023-02-11 13:47:00
INC104404,In Progress,False,3,3,3,False,user2,user2,2023-06-17 15:23:00,user3,2023-06-17 15:23:00,user5,2023-06-20 10:23:00,Portal,Delhi,Infrastructure,Memory,Memory issue observed,Server-24,Low,High,P3,Security Team,user4,True,False,True,PRB3602,RFC2551,OnPrem,User Error,Solved,user4,2023-06-19 20:23:00,2023-06-20 10:23:00
INC104405,Resolved,False,1,3,10,True,user5,user2,2023-01-26 18:29:00,user4,2023-01-26 18:29:00,user3,2023-01-30 00:29:00,Email,Bangalore,Database,Connection,Connection issue observed,Server-43,Medium,High,P2,L1 Support,user4,False,False,True,PRB5893,RFC9608,GCP,Hardware,Cancelled,user2,2023-01-29 01:29:00,2023-01-30 00:29:00
INC104406,Resolved,True,3,2,5,False,user1,user2,2024-06-03 01:50:00,user1,2024-06-03 01:50:00,user1,2024-06-05 10:50:00,Portal,Delhi,Application,Slow Response,Slow Response issue observed,Server-25,Medium,Low,P2,DB Team,user5,True,True,False,PRB2225,RFC7010,AWS,Software,Cancelled,user2,2024-06-04 20:50:00,2024-06-05 10:50:00
INC104407,New,False,4,1,9,True,user4,user3,2023-07-20 08:43:00,user2,2023-07-20 08:43:00,user3,2023-07-24 00:43:00,Email,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-96,Medium,Low,P2,Security Team,user5,True,False,True,PRB8625,RFC1952,OnPrem,Software,Cancelled,user1,2023-07-23 04:43:00,2023-07-24 00:43:00
INC104408,Closed,True,2,2,4,False,user2,user2,2023-05-02 13:43:00,user5,2023-05-02 13:43:00,user3,2023-05-05 07:43:00,Phone,Bangalore,Network,DNS,DNS issue observed,Server-12,Low,Low,P3,DB Team,user2,False,False,True,PRB4101,RFC9860,OnPrem,Network,Cancelled,user3,2023-05-04 18:43:00,2023-05-05 07:43:00
INC104409,New,True,3,2,5,True,user3,user3,2023-08-28 18:03:00,user3,2023-08-28 18:03:00,user5,2023-08-30 10:03:00,Portal,Bangalore,Infrastructure,Memory,Memory issue observed,Server-68,High,High,P1,L1 Support,user5,True,False,True,PRB1497,RFC7530,OnPrem,Software,Solved,user1,2023-08-29 17:03:00,2023-08-30 10:03:00
INC104410,In Progress,False,3,1,3,False,user4,user2,2024-09-24 04:34:00,user1,2024-09-24 04:34:00,user3,2024-09-26 10:34:00,Phone,Kolkata,Security,Patch,Patch issue observed,Server-10,Medium,Medium,P2,L2 Support,user1,True,True,True,PRB3860,RFC5213,GCP,Network,Cancelled,user5,2024-09-25 19:34:00,2024-09-26 10:34:00
INC104411,Closed,True,1,0,5,True,user5,user1,2023-03-17 16:31:00,user1,2023-03-17 16:31:00,user4,2023-03-20 06:31:00,Phone,Bangalore,Database,Connection,Connection issue observed,Server-25,Low,Low,P3,DB Team,user4,False,True,False,PRB1952,RFC4349,Azure,User Error,Cancelled,user2,2023-03-19 10:31:00,2023-03-20 06:31:00
INC104412,In Progress,True,5,3,4,True,user2,user3,2023-06-05 00:51:00,user1,2023-06-05 00:51:00,user2,2023-06-06 08:51:00,Phone,Mumbai,Security,Access,Access issue observed,Server-35,Low,High,P3,DB Team,user5,True,False,True,PRB4622,RFC7995,AWS,Network,Cancelled,user5,2023-06-05 23:51:00,2023-06-06 08:51:00
INC104413,Resolved,False,4,1,7,False,user2,user2,2024-07-23 08:10:00,user3,2024-07-23 08:10:00,user5,2024-07-26 07:10:00,Portal,Delhi,Database,Deadlock,Deadlock issue observed,Server-58,Low,Low,P3,L1 Support,user4,False,True,False,PRB5134,RFC1809,OnPrem,Hardware,Cancelled,user2,2024-07-26 04:10:00,2024-07-26 07:10:00
INC104414,Closed,True,4,1,5,True,user4,user3,2023-11-01 20:44:00,user3,2023-11-01 20:44:00,user2,2023-11-03 14:44:00,Email,Delhi,Database,Query Slow,Query Slow issue observed,Server-60,Low,High,P3,L2 Support,user5,False,True,False,PRB3242,RFC9244,GCP,Software,Solved,user4,2023-11-03 05:44:00,2023-11-03 14:44:00
INC104415,In Progress,True,4,3,9,True,user2,user3,2024-03-27 20:05:00,user2,2024-03-27 20:05:00,user2,2024-03-29 14:05:00,Portal,Delhi,Security,Access,Access issue observed,Server-31,Medium,Medium,P2,Security Team,user3,False,False,True,PRB3456,RFC2104,OnPrem,Software,Cancelled,user4,2024-03-29 10:05:00,2024-03-29 14:05:00
INC104416,New,True,3,3,10,True,user2,user1,2023-02-05 00:18:00,user5,2023-02-05 00:18:00,user4,2023-02-05 21:18:00,Email,Kolkata,Security,Access,Access issue observed,Server-35,High,Low,P1,Network Team,user2,True,False,False,PRB5169,RFC2400,GCP,Software,Cancelled,user3,2023-02-05 18:18:00,2023-02-05 21:18:00
INC104417,Closed,True,2,1,5,True,user3,user2,2024-01-09 08:36:00,user1,2024-01-09 08:36:00,user1,2024-01-10 09:36:00,Email,Bangalore,Infrastructure,CPU,CPU issue observed,Server-41,Low,Low,P3,Security Team,user2,False,False,True,PRB8074,RFC2695,OnPrem,User Error,Solved,user4,2024-01-09 09:36:00,2024-01-10 09:36:00
INC104418,In Progress,True,1,2,10,True,user5,user3,2023-11-03 15:54:00,user1,2023-11-03 15:54:00,user2,2023-11-05 11:54:00,Email,Kolkata,Network,Latency,Latency issue observed,Server-83,High,High,P1,Security Team,user1,True,True,False,PRB4286,RFC7683,Azure,Software,Duplicate,user1,2023-11-04 20:54:00,2023-11-05 11:54:00
INC104419,Resolved,True,4,0,4,False,user1,user5,2024-06-05 18:49:00,user4,2024-06-05 18:49:00,user4,2024-06-08 01:49:00,Email,Bangalore,Infrastructure,Disk,Disk issue observed,Server-34,High,High,P1,L1 Support,user2,True,True,True,PRB1146,RFC6013,GCP,Network,Cancelled,user4,2024-06-07 18:49:00,2024-06-08 01:49:00
INC104420,Closed,True,2,0,6,False,user1,user1,2023-06-07 04:08:00,user1,2023-06-07 04:08:00,user1,2023-06-09 17:08:00,Portal,Mumbai,Application,Error,Error issue observed,Server-80,Medium,Medium,P2,DB Team,user4,True,True,False,PRB6863,RFC9976,Azure,Network,Duplicate,user4,2023-06-08 19:08:00,2023-06-09 17:08:00
INC104421,Resolved,True,5,2,2,True,user2,user4,2024-05-12 17:34:00,user4,2024-05-12 17:34:00,user1,2024-05-13 08:34:00,Email,Bangalore,Network,DNS,DNS issue observed,Server-46,Medium,Medium,P2,L1 Support,user4,True,True,True,PRB1354,RFC1078,Azure,Software,Solved,user1,2024-05-13 03:34:00,2024-05-13 08:34:00
INC104422,Closed,True,1,1,9,True,user5,user5,2024-09-08 10:35:00,user3,2024-09-08 10:35:00,user5,2024-09-11 00:35:00,Portal,Delhi,Security,Patch,Patch issue observed,Server-73,Low,Low,P3,Security Team,user3,False,False,True,PRB2855,RFC1023,Azure,Hardware,Cancelled,user5,2024-09-10 06:35:00,2024-09-11 00:35:00
INC104423,New,True,3,3,5,False,user5,user2,2023-10-30 20:40:00,user2,2023-10-30 20:40:00,user3,2023-11-02 21:40:00,Phone,Kolkata,Application,Crash,Crash issue observed,Server-24,Medium,High,P2,L2 Support,user3,False,False,False,PRB4595,RFC4687,Azure,Network,Cancelled,user3,2023-11-01 23:40:00,2023-11-02 21:40:00
INC104424,In Progress,False,2,0,3,True,user1,user2,2024-02-08 16:06:00,user3,2024-02-08 16:06:00,user1,2024-02-10 19:06:00,Portal,Mumbai,Application,Slow Response,Slow Response issue observed,Server-38,High,High,P1,L2 Support,user1,True,False,True,PRB6752,RFC6507,AWS,User Error,Solved,user5,2024-02-10 04:06:00,2024-02-10 19:06:00
INC104425,Resolved,True,5,1,1,True,user4,user5,2024-05-08 20:50:00,user2,2024-05-08 20:50:00,user1,2024-05-11 05:50:00,Portal,Delhi,Database,Deadlock,Deadlock issue observed,Server-73,Medium,High,P2,Security Team,user5,True,True,True,PRB6501,RFC9256,Azure,User Error,Cancelled,user1,2024-05-10 21:50:00,2024-05-11 05:50:00
INC104426,Closed,False,3,3,1,False,user1,user5,2023-05-10 18:33:00,user3,2023-05-10 18:33:00,user4,2023-05-12 20:33:00,Phone,Delhi,Infrastructure,Memory,Memory issue observed,Server-82,Low,Low,P3,Network Team,user1,True,True,True,PRB2414,RFC2718,Azure,User Error,Cancelled,user3,2023-05-12 09:33:00,2023-05-12 20:33:00
INC104427,Resolved,True,4,0,6,False,user5,user3,2023-02-15 07:11:00,user3,2023-02-15 07:11:00,user3,2023-02-18 00:11:00,Email,Kolkata,Infrastructure,CPU,CPU issue observed,Server-13,High,Low,P1,Network Team,user4,True,True,True,PRB1802,RFC7560,GCP,Software,Solved,user4,2023-02-17 23:11:00,2023-02-18 00:11:00
INC104428,Resolved,True,1,3,10,False,user4,user5,2024-07-11 02:17:00,user3,2024-07-11 02:17:00,user4,2024-07-13 02:17:00,Phone,Mumbai,Application,Slow Response,Slow Response issue observed,Server-32,High,Low,P1,Security Team,user5,True,False,False,PRB8786,RFC1000,Azure,Software,Solved,user3,2024-07-12 21:17:00,2024-07-13 02:17:00
INC104429,Closed,True,4,0,6,True,user5,user2,2023-11-29 16:12:00,user1,2023-11-29 16:12:00,user3,2023-11-30 09:12:00,Email,Bangalore,Network,DNS,DNS issue observed,Server-18,Medium,High,P2,L2 Support,user5,False,False,True,PRB4935,RFC5366,GCP,User Error,Cancelled,user1,2023-11-29 22:12:00,2023-11-30 09:12:00
INC104430,Closed,False,0,1,3,False,user3,user5,2024-03-04 17:40:00,user4,2024-03-04 17:40:00,user1,2024-03-06 03:40:00,Portal,Delhi,Application,Slow Response,Slow Response issue observed,Server-80,Medium,High,P2,DB Team,user3,False,False,True,PRB3568,RFC8329,Azure,Network,Cancelled,user1,2024-03-05 17:40:00,2024-03-06 03:40:00
INC104431,In Progress,True,1,2,7,False,user2,user3,2024-07-03 00:37:00,user5,2024-07-03 00:37:00,user4,2024-07-06 03:37:00,Portal,Delhi,Infrastructure,Disk,Disk issue observed,Server-9,High,Low,P1,DB Team,user5,True,True,False,PRB3162,RFC7409,GCP,Hardware,Cancelled,user2,2024-07-05 11:37:00,2024-07-06 03:37:00
INC104432,Closed,False,0,1,4,False,user2,user1,2024-10-10 03:41:00,user5,2024-10-10 03:41:00,user1,2024-10-13 06:41:00,Phone,Kolkata,Application,Error,Error issue observed,Server-63,High,Medium,P1,L2 Support,user1,True,False,False,PRB4379,RFC5478,AWS,Hardware,Solved,user3,2024-10-13 00:41:00,2024-10-13 06:41:00
INC104433,Resolved,False,4,2,4,True,user4,user3,2024-03-21 07:47:00,user4,2024-03-21 07:47:00,user1,2024-03-22 07:47:00,Phone,Bangalore,Infrastructure,Disk,Disk issue observed,Server-48,Medium,Medium,P2,Security Team,user4,False,True,True,PRB6207,RFC4829,Azure,Network,Cancelled,user4,2024-03-21 10:47:00,2024-03-22 07:47:00
INC104434,Closed,False,5,1,3,False,user5,user2,2023-08-12 10:15:00,user3,2023-08-12 10:15:00,user3,2023-08-14 07:15:00,Phone,Mumbai,Database,Connection,Connection issue observed,Server-36,High,Medium,P1,L1 Support,user4,False,True,False,PRB9836,RFC7312,Azure,Hardware,Duplicate,user4,2023-08-13 10:15:00,2023-08-14 07:15:00
INC104435,Resolved,False,2,2,9,False,user5,user3,2023-10-06 05:18:00,user4,2023-10-06 05:18:00,user4,2023-10-07 21:18:00,Portal,Bangalore,Application,Error,Error issue observed,Server-29,Medium,Low,P2,L2 Support,user5,True,False,False,PRB2698,RFC1139,AWS,Network,Solved,user1,2023-10-07 07:18:00,2023-10-07 21:18:00
INC104436,Closed,True,4,2,8,False,user3,user5,2023-04-30 03:38:00,user1,2023-04-30 03:38:00,user2,2023-04-30 20:38:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-19,Low,Medium,P3,L2 Support,user2,True,True,False,PRB3369,RFC9940,OnPrem,Network,Duplicate,user2,2023-04-30 11:38:00,2023-04-30 20:38:00
INC104437,Closed,False,0,1,6,True,user4,user4,2024-04-18 23:31:00,user5,2024-04-18 23:31:00,user1,2024-04-21 04:31:00,Portal,Bangalore,Application,Error,Error issue observed,Server-46,High,High,P1,Security Team,user1,True,False,True,PRB4894,RFC8038,OnPrem,Software,Duplicate,user3,2024-04-21 01:31:00,2024-04-21 04:31:00
INC104438,In Progress,True,4,0,2,False,user1,user1,2024-01-27 18:17:00,user2,2024-01-27 18:17:00,user1,2024-01-29 17:17:00,Email,Kolkata,Network,DNS,DNS issue observed,Server-64,High,Medium,P1,L2 Support,user2,False,True,False,PRB7029,RFC7247,Azure,Network,Duplicate,user2,2024-01-29 16:17:00,2024-01-29 17:17:00
INC104439,Resolved,True,5,3,8,True,user1,user5,2024-04-08 21:58:00,user1,2024-04-08 21:58:00,user1,2024-04-11 14:58:00,Email,Mumbai,Application,Error,Error issue observed,Server-59,Low,High,P3,L2 Support,user2,False,False,False,PRB5527,RFC8208,OnPrem,User Error,Cancelled,user1,2024-04-11 13:58:00,2024-04-11 14:58:00
INC104440,In Progress,False,0,1,10,True,user5,user3,2024-04-18 11:04:00,user3,2024-04-18 11:04:00,user2,2024-04-18 17:04:00,Phone,Delhi,Network,DNS,DNS issue observed,Server-67,Medium,High,P2,L1 Support,user4,True,True,False,PRB2775,RFC2907,OnPrem,Network,Solved,user4,2024-04-18 14:04:00,2024-04-18 17:04:00
INC104441,Closed,False,4,3,8,True,user3,user1,2023-01-06 22:18:00,user4,2023-01-06 22:18:00,user3,2023-01-09 20:18:00,Email,Mumbai,Security,Access,Access issue observed,Server-34,High,High,P1,L1 Support,user2,False,False,True,PRB2281,RFC5578,GCP,Hardware,Cancelled,user5,2023-01-09 08:18:00,2023-01-09 20:18:00
INC104442,Closed,False,3,2,6,False,user3,user4,2024-09-25 20:19:00,user2,2024-09-25 20:19:00,user2,2024-09-26 15:19:00,Phone,Bangalore,Application,Slow Response,Slow Response issue observed,Server-10,Medium,Medium,P2,L1 Support,user3,False,True,True,PRB9794,RFC5066,OnPrem,Network,Solved,user3,2024-09-26 07:19:00,2024-09-26 15:19:00
INC104443,In Progress,True,3,0,3,False,user3,user2,2023-04-27 13:50:00,user4,2023-04-27 13:50:00,user5,2023-04-30 09:50:00,Email,Bangalore,Security,Access,Access issue observed,Server-16,Medium,Low,P2,L2 Support,user5,False,True,False,PRB7918,RFC5861,Azure,User Error,Cancelled,user5,2023-04-29 11:50:00,2023-04-30 09:50:00
INC104444,In Progress,False,5,0,7,False,user5,user3,2023-09-08 17:09:00,user2,2023-09-08 17:09:00,user3,2023-09-09 07:09:00,Portal,Delhi,Network,DNS,DNS issue observed,Server-28,Low,Low,P3,L2 Support,user1,False,True,False,PRB7840,RFC5361,AWS,Network,Cancelled,user4,2023-09-08 23:09:00,2023-09-09 07:09:00
INC104445,In Progress,False,2,1,10,True,user4,user1,2024-11-03 17:16:00,user5,2024-11-03 17:16:00,user2,2024-11-07 08:16:00,Portal,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-58,High,Medium,P1,L1 Support,user5,False,False,True,PRB7416,RFC6638,AWS,Hardware,Duplicate,user5,2024-11-06 12:16:00,2024-11-07 08:16:00
INC104446,New,True,5,2,5,True,user1,user1,2023-08-03 08:48:00,user1,2023-08-03 08:48:00,user4,2023-08-05 13:48:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-45,Medium,Low,P2,L2 Support,user4,True,False,True,PRB3109,RFC9374,Azure,User Error,Cancelled,user2,2023-08-04 19:48:00,2023-08-05 13:48:00
